лЮПЙЮ;яРНХЛНЯРЭ;нАЗЕЛ ДБХЦЮРЕКЪ;кНЬЮДХМШЕ ЯХКШ;бХД РНОКХБЮ;йНПНАЙЮ ОЕПЕДЮВ;йСГНБ;цНД БШОСЯЙЮ;оПНАЕЦ;жБЕР;оПХБНД;мЮКНЦ;яНЯРНЪМХЕ;йНКХВЕЯРБН БКЮДЕКЭЖЕБ;цНПНД;яЯШКЙЮ
BMW 3 ЯЕПХХ VI (F3x) 320d;1420000;2;190;дхгекэ;юбрнлюр;яедюм;2018;54032;в╗пмши;гюдмхи;9500;ме рпеасер пелнмрю;2;лняйбю;https://auto.ru/cars/used/sale/bmw/3er/1103261242-b54784e6/
BMW 5 ЯЕПХХ VII (G30/G31) 520d xDrive;4320900;2;190;дхгекэ;юбрнлюр;яедюм;2021;0;в╗пмши;онкмши;9500;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/5er/22214145/22218414/1102841395-80f9ad9b/
BMW 3 ЯЕПХХ VII (G2x) M340i xDrive;5097000;3;387;аемгхм;юбрнлюр;яедюм;2020;2202;яхмхи;онкмши;63855;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/3er/1103785675-63536deb/
BMW X3 III (G01) 30d xDrive;5098200;3;249;дхгекэ;юбрнлюр;бмеднпнфмхй 5 дб.;2021;0;аефебши;онкмши;20543;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/x3/21128259/21184800/1103038588-f3db8dac/
BMW 7 ЯЕПХХ Long VI (G11/G12) 740Li xDrive;10453000;3;340;аемгхм;юбрнлюр;яедюм;2021;0;в╗пмши;онкмши;102000;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/7er/21473439/21486533/1102319132-cff35164/
BMW 7 ЯЕПХХ V (F01/F02/F04) 750i;950000;4,4;407;аемгхм;юбрнлюр;яедюм;2009;132560;в╗пмши;гюдмхи;61050;ме рпеасер пелнмрю;2;лняйбю;https://auto.ru/cars/used/sale/bmw/7er/1102900477-1e8df826/
BMW X3 III (G01) 30d xDrive;5280000;3;249;дхгекэ;юбрнлюр;бмеднпнфмхй 5 дб.;2021;0;в╗пмши;онкмши;20543;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/x3/21128259/21408292/1103547765-5b52aaaa/
BMW 3 ЯЕПХХ VII (G2x) 320d xDrive;2950000;2;190;дхгекэ;юбрнлюр;яедюм;2019;13944;в╗пмши;онкмши;9500;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/3er/1103349095-38e35478/
BMW X1 II (F48) 18d xDrive;3210000;2;150;дхгекэ;юбрнлюр;бмеднпнфмхй 5 дб.;2021;0;в╗пмши;онкмши;5250;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/x1/21660670/21661446/1103352126-56d59b11/
BMW 5 ЯЕПХХ VI (F10/F11/F07) 523i;955000;2,5;204;аемгхм;юбрнлюр;яедюм;2010;182892;аекши;гюдмхи;13260;ме рпеасер пелнмрю;3;лняйбю;https://auto.ru/cars/used/sale/bmw/5er/1103363550-4061867d/
BMW 4 ЯЕПХХ F32/F33/F36 435i xDrive;1850000;3;306;аемгхм;юбрнлюр;йсое;2013;110000;йпюямши;онкмши;45900;ме рпеасер пелнмрю;3;лняйбю;https://auto.ru/cars/used/sale/bmw/4/1103795262-e003cb0a/
BMW M8 Gran Coupe I (F91/F92/F93);14418100;4,4;600;аемгхм;юбрнлюр;яедюм;2021;0;тхнкернбши;онкмши;270000;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/m8/21684893/21722779/1103378673-d56a13e3/
BMW 5 ЯЕПХХ VI (F10/F11/F07) 520i;1410000;2;184;аемгхм;юбрнлюр;яедюм;2014;87866;в╗пмши;гюдмхи;9200;ме рпеасер пелнмрю;2;лняйбю;https://auto.ru/cars/used/sale/bmw/5er/1103533616-e0a35e0c/
BMW 5 ЯЕПХХ VI (F10/F11/F07) 528i xDrive;1265000;2;245;аемгхм;юбрнлюр;яедюм;2013;133713;аекши;онкмши;18375;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/5er/1103690892-09771f48/
BMW X5 IV (G05) 30d;5400000;3;249;дхгекэ;юбрнлюр;бмеднпнфмхй 5 дб.;2019;6100;аекши;онкмши;20543;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/x5/1103284526-b0b698aa/
BMW X7 I (G07) 30d;5999000;3;249;дхгекэ;юбрнлюр;бмеднпнфмхй 5 дб.;2020;59877;аекши;онкмши;37350;ме рпеасер пелнмрю;2;лняйбю;https://auto.ru/cars/used/sale/bmw/x7/1103323144-2808a5c8/
BMW 5 ЯЕПХХ VII (G30/G31) 520d xDrive;4300000;2;190;дхгекэ;юбрнлюр;яедюм;2021;0;в╗пмши;онкмши;9500;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/5er/22214145/22218414/1103521755-9d7a852d/
BMW 8 ЯЕПХХ II (G14/G15/G16) 840d xDrive;6450000;3;320;дхгекэ;юбрнлюр;йсое;2018;38272;яепши;онкмши;48000;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/8er/1103210804-a70d6186/
BMW 3 ЯЕПХХ VII (G2x) 318d;3260300;2;150;дхгекэ;юбрнлюр;яедюм;2021;0;в╗пмши;гюдмхи;5250;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/3er/21592423/21609149/1102914772-f390a78b/
BMW X4 II (G02) 20i;4800000;2;184;аемгхм;юбрнлюр;бмеднпнфмхй 5 дб.;2021;0;аекши;онкмши;10120;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/x4/21204130/21301352/1102774797-79154e6d/
BMW X7 I (G07) 30d;8197000;3;249;дхгекэ;юбрнлюр;бмеднпнфмхй 5 дб.;2021;7;аекши;онкмши;37350;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/x7/1102869987-6702a494/
BMW X1 I (E84) 20i;865000;2;184;аемгхм;юбрнлюр;бмеднпнфмхй 5 дб.;2012;94000;аекши;онкмши;9200;ме рпеасер пелнмрю;3;лняйбю;https://auto.ru/cars/used/sale/bmw/x1/1102658480-72bbb182/
BMW X4 II (G02) 20i;4800000;2;184;аемгхм;юбрнлюр;бмеднпнфмхй 5 дб.;2021;0;в╗пмши;онкмши;10120;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/x4/21204130/21301352/1102774783-a583a2cb/
BMW 2 ЯЕПХХ Gran Coupe F44 218i;2792900;1,5;140;аемгхм;пнанр;яедюм;2021;0;яепши;оепедмхи;4900;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/2er/21691968/21764881/1102531615-cfab9fb4/
BMW X4 II (G02) 30d;3850000;3;249;дхгекэ;юбрнлюр;бмеднпнфмхй 5 дб.;2018;85090;яепеапхярши;онкмши;18675;ме рпеасер пелнмрю;2;лняйбю;https://auto.ru/cars/used/sale/bmw/x4/1103657922-c68f2024/
BMW 2 ЯЕПХХ Gran Coupe F44 M235i xDrive;4499700;2;306;аемгхм;юбрнлюр;яедюм;2021;0;яепши;онкмши;50490;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/2er/21692004/21693467/1102531425-cfca4a46/
BMW X3 II (F25) 28i xDrive;1139000;2;245;аемгхм;юбрнлюр;бмеднпнфмхй 5 дб.;2013;172738;аекши;онкмши;18375;ме рпеасер пелнмрю;3;лняйбю;https://auto.ru/cars/used/sale/bmw/x3/1103327545-408711e4/
BMW 3 ЯЕПХХ V (E90/E91/E92/E93) 325i;565000;2,5;218;аемгхм;юбрнлюр;яедюм;2006;144277;в╗пмши;гюдмхи;14170;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/3er/1103774762-6ddd96de/
BMW 2 ЯЕПХХ Gran Coupe F44 218i;2818800;1,5;140;аемгхм;пнанр;яедюм;2021;0;яхмхи;оепедмхи;4900;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/2er/21691968/21764881/1102914764-99e63b0b/
BMW X5 M III (F95);;4,4;600;аемгхм;юбрнлюр;бмеднпнфмхй 5 дб.;2020;400;ме сдюкняэ онксвхрэ дюммше;ме сдюкняэ онксвхрэ дюммше;мЕ СДЮКНЯЭ ОНКСВХРЭ ДЮММШЕ;ме сдюкняэ онксвхрэ дюммше;мЕ СДЮКНЯЭ ОНКСВХРЭ ДЮММШЕ;ме сдюкняэ онксвхрэ дюммше;https://auto.ru/cars/used/sale/bmw/x5_m/1103140426-d30d9a83/
BMW 3 ЯЕПХХ VII (G2x) 318i;2890000;2;156;аемгхм;юбрнлюр;яедюм;2021;0;яепши;гюдмхи;7020;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/3er/21800293/22226266/1102774773-7b82f147/
BMW 1 ЯЕПХХ II (F20/F21) 2 118i;1670000;1,5;136;аемгхм;юбрнлюр;ущрваей 5 дб.;2018;49000;яхмхи;гюдмхи;4760;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/1er/1103678896-c676c3ae/
BMW 3 ЯЕПХХ VII (G2x) M340i xDrive;5097000;3;387;аемгхм;юбрнлюр;яедюм;2020;2202;яхмхи;онкмши;63855;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/3er/1103785675-63536deb/
BMW X3 III (G01) 20d xDrive;4539800;2;190;дхгекэ;юбрнлюр;бмеднпнфмхй 5 дб.;2021;0;в╗пмши;онкмши;10450;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/x3/21029738/21408289/1102586075-2477706c/
BMW 5 ЯЕПХХ VII (G30/G31) 530i xDrive;2559000;2;249;аемгхм;юбрнлюр;яедюм;2017;80000;аекши;онкмши;18675;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/5er/1103731652-8aada810/
BMW X4 II (G02) 30i;5090000;2;249;аемгхм;юбрнлюр;бмеднпнфмхй 5 дб.;2021;0;в╗пмши;онкмши;20543;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/x4/21301291/21301452/1103038612-86450fc5/
BMW 3 ЯЕПХХ VII (G2x) 318d;3262700;2;150;дхгекэ;юбрнлюр;яедюм;2021;0;яхмхи;гюдмхи;5250;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/3er/21592423/21609149/1102318877-df504a8a/
BMW X6 I (E71) 35i;1550000;3;306;аемгхм;юбрнлюр;бмеднпнфмхй 5 дб.;2011;122571;яхмхи;онкмши;45900;ме рпеасер пелнмрю;3;лняйбю;https://auto.ru/cars/used/sale/bmw/x6/1103717865-0c623e93/
BMW Z4 II (E89) 20i;3650000;2;184;аемгхм;юбрнлюр;пндяреп;2013;5650;нпюмфебши;гюдмхи;9200;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/z4/1103653952-a0fff24f/
BMW 5 ЯЕПХХ VII (G30/G31) 520d xDrive;4320900;2;190;дхгекэ;юбрнлюр;яедюм;2021;0;в╗пмши;онкмши;9500;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/5er/22214145/22218414/1102841395-80f9ad9b/
BMW 5 ЯЕПХХ VI (F10/F11/F07) 523i;955000;2,5;204;аемгхм;юбрнлюр;яедюм;2010;182892;аекши;гюдмхи;13260;ме рпеасер пелнмрю;3;лняйбю;https://auto.ru/cars/used/sale/bmw/5er/1103363550-4061867d/
BMW X3 III (G01) 30d xDrive;5098200;3;249;дхгекэ;юбрнлюр;бмеднпнфмхй 5 дб.;2021;0;аефебши;онкмши;20543;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/x3/21128259/21184800/1103038588-f3db8dac/
BMW 7 ЯЕПХХ Long VI (G11/G12) 740Li xDrive;10453000;3;340;аемгхм;юбрнлюр;яедюм;2021;0;в╗пмши;онкмши;102000;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/7er/21473439/21486533/1102319132-cff35164/
BMW 3 ЯЕПХХ VI (F3x) 316i;1179000;1,6;136;аемгхм;юбрнлюр;яедюм;2014;97302;яепши;гюдмхи;4760;ме рпеасер пелнмрю;3;лняйбю;https://auto.ru/cars/used/sale/bmw/3er/1103000669-d34fc160/
BMW X3 III (G01) 30d xDrive;5280000;3;249;дхгекэ;юбрнлюр;бмеднпнфмхй 5 дб.;2021;0;в╗пмши;онкмши;20543;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/x3/21128259/21408292/1103547765-5b52aaaa/
BMW 2 ЯЕПХХ Gran Coupe F44 218i;2792000;1,5;140;аемгхм;пнанр;яедюм;2021;41;яепши;оепедмхи;4900;ме рпеасер пелнмрю;3;лняйбю;https://auto.ru/cars/used/sale/bmw/2er/1103430948-36a0d803/
BMW X1 II (F48) 18d xDrive;3210000;2;150;дхгекэ;юбрнлюр;бмеднпнфмхй 5 дб.;2021;0;в╗пмши;онкмши;5250;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/x1/21660670/21661446/1103352126-56d59b11/
BMW 2 ЯЕПХХ Gran Coupe F44 218i;2793000;1,5;140;аемгхм;пнанр;яедюм;2021;64;яхмхи;оепедмхи;4900;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/2er/1103353704-a8b7184a/
BMW M4 G82 Competition Package;9087000;3;510;аемгхм;юбрнлюр;йсое;2021;35;яхмхи;гюдмхи;153000;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/m4/1103531747-a91f041c/
BMW M8 Gran Coupe I (F91/F92/F93);14418100;4,4;600;аемгхм;юбрнлюр;яедюм;2021;0;тхнкернбши;онкмши;270000;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/m8/21684893/21722779/1103378673-d56a13e3/
BMW 7 ЯЕПХХ Long V (F01/F02/F04) 750Li xDrive;840000;4,4;407;аемгхм;юбрнлюр;яедюм;2009;148000;в╗пмши;онкмши;61050;ме рпеасер пелнмрю;2;лняйбю;https://auto.ru/cars/used/sale/bmw/7er/1103197719-51b24805/
BMW X3 II (F25) 30d xDrive;2170000;3;249;дхгекэ;юбрнлюр;бмеднпнфмхй 5 дб.;2014;122000;аекши;онкмши;18675;ме рпеасер пелнмрю;2;лняйбю;https://auto.ru/cars/used/sale/bmw/x3/1103682923-2bf504a2/
BMW 7 ЯЕПХХ VI (G11/G12) 730i;2800000;2;258;аемгхм;юбрнлюр;яедюм;2016;120000;в╗пмши;гюдмхи;38700;ме рпеасер пелнмрю;3;лняйбю;https://auto.ru/cars/used/sale/bmw/7er/1103696119-fb5ad497/
BMW X7 I (G07) 30d;5999000;3;249;дхгекэ;юбрнлюр;бмеднпнфмхй 5 дб.;2020;59877;аекши;онкмши;37350;ме рпеасер пелнмрю;2;лняйбю;https://auto.ru/cars/used/sale/bmw/x7/1103323144-2808a5c8/
BMW 5 ЯЕПХХ VII (G30/G31) 520d xDrive;4300000;2;190;дхгекэ;юбрнлюр;яедюм;2021;0;в╗пмши;онкмши;9500;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/5er/22214145/22218414/1103521755-9d7a852d/
BMW 8 ЯЕПХХ II (G14/G15/G16) 840d xDrive;6450000;3;320;дхгекэ;юбрнлюр;йсое;2018;38272;яепши;онкмши;48000;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/8er/1103210804-a70d6186/
BMW 3 ЯЕПХХ VII (G2x) 318d;3260300;2;150;дхгекэ;юбрнлюр;яедюм;2021;0;в╗пмши;гюдмхи;5250;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/3er/21592423/21609149/1102914772-f390a78b/
BMW X4 II (G02) 20i;4800000;2;184;аемгхм;юбрнлюр;бмеднпнфмхй 5 дб.;2021;0;аекши;онкмши;10120;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/x4/21204130/21301352/1102774797-79154e6d/
BMW X7 I (G07) 30d;8197000;3;249;дхгекэ;юбрнлюр;бмеднпнфмхй 5 дб.;2021;7;аекши;онкмши;37350;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/x7/1102869987-6702a494/
BMW X1 I (E84) 20i;865000;2;184;аемгхм;юбрнлюр;бмеднпнфмхй 5 дб.;2012;94000;аекши;онкмши;9200;ме рпеасер пелнмрю;3;лняйбю;https://auto.ru/cars/used/sale/bmw/x1/1102658480-72bbb182/
BMW X4 II (G02) 20i;4800000;2;184;аемгхм;юбрнлюр;бмеднпнфмхй 5 дб.;2021;0;в╗пмши;онкмши;10120;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/x4/21204130/21301352/1102774783-a583a2cb/
BMW 2 ЯЕПХХ Gran Coupe F44 218i;2792900;1,5;140;аемгхм;пнанр;яедюм;2021;0;яепши;оепедмхи;4900;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/2er/21691968/21764881/1102531615-cfab9fb4/
BMW X4 II (G02) 30d;3850000;3;249;дхгекэ;юбрнлюр;бмеднпнфмхй 5 дб.;2018;85090;яепеапхярши;онкмши;18675;ме рпеасер пелнмрю;2;лняйбю;https://auto.ru/cars/used/sale/bmw/x4/1103657922-c68f2024/
BMW 2 ЯЕПХХ Gran Coupe F44 M235i xDrive;4499700;2;306;аемгхм;юбрнлюр;яедюм;2021;0;яепши;онкмши;50490;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/2er/21692004/21693467/1102531425-cfca4a46/
BMW X3 II (F25) 28i xDrive;1139000;2;245;аемгхм;юбрнлюр;бмеднпнфмхй 5 дб.;2013;172738;аекши;онкмши;18375;ме рпеасер пелнмрю;3;лняйбю;https://auto.ru/cars/used/sale/bmw/x3/1103327545-408711e4/
BMW 3 ЯЕПХХ V (E90/E91/E92/E93) 325i;565000;2,5;218;аемгхм;юбрнлюр;яедюм;2006;144277;в╗пмши;гюдмхи;14170;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/3er/1103774762-6ddd96de/
BMW 2 ЯЕПХХ Gran Coupe F44 218i;2818800;1,5;140;аемгхм;пнанр;яедюм;2021;0;яхмхи;оепедмхи;4900;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/2er/21691968/21764881/1102914764-99e63b0b/
BMW X6 III (G06) 40i;;3;340;аемгхм;юбрнлюр;бмеднпнфмхй 5 дб.;2020;1850;ме сдюкняэ онксвхрэ дюммше;ме сдюкняэ онксвхрэ дюммше;мЕ СДЮКНЯЭ ОНКСВХРЭ ДЮММШЕ;ме сдюкняэ онксвхрэ дюммше;мЕ СДЮКНЯЭ ОНКСВХРЭ ДЮММШЕ;ме сдюкняэ онксвхрэ дюммше;https://auto.ru/cars/used/sale/bmw/x6/1103668270-ed29cba4/
BMW 3 ЯЕПХХ VII (G2x) 318i;2890000;2;156;аемгхм;юбрнлюр;яедюм;2021;0;яепши;гюдмхи;7020;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/3er/21800293/22226266/1102774773-7b82f147/
BMW 1 ЯЕПХХ II (F20/F21) 2 118i;1670000;1,5;136;аемгхм;юбрнлюр;ущрваей 5 дб.;2018;49000;яхмхи;гюдмхи;4760;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/1er/1103678896-c676c3ae/
BMW 3 ЯЕПХХ VII (G2x) M340i xDrive;5097000;3;387;аемгхм;юбрнлюр;яедюм;2020;2202;яхмхи;онкмши;63855;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/3er/1103785675-63536deb/
BMW X3 III (G01) 20d xDrive;4539800;2;190;дхгекэ;юбрнлюр;бмеднпнфмхй 5 дб.;2021;0;в╗пмши;онкмши;10450;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/x3/21029738/21408289/1102586075-2477706c/
BMW 5 ЯЕПХХ VII (G30/G31) 530i xDrive;2559000;2;249;аемгхм;юбрнлюр;яедюм;2017;80000;аекши;онкмши;18675;ме рпеасер пелнмрю;1;лняйбю;https://auto.ru/cars/used/sale/bmw/5er/1103731652-8aada810/
BMW X4 II (G02) 30i;5090000;2;249;аемгхм;юбрнлюр;бмеднпнфмхй 5 дб.;2021;0;в╗пмши;онкмши;20543;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/x4/21301291/21301452/1103038612-86450fc5/
BMW 3 ЯЕПХХ VII (G2x) 318d;3262700;2;150;дхгекэ;юбрнлюр;яедюм;2021;0;яхмхи;гюдмхи;5250;ме рпеасер пелнмрю;0;лняйбю;https://auto.ru/cars/new/group/bmw/3er/21592423/21609149/1102318877-df504a8a/
BMW X6 I (E71) 35i;1550000;3;306;аемгхм;юбрнлюр;бмеднпнфмхй 5 дб.;2011;122571;яхмхи;онкмши;45900;ме рпеасер пелнмрю;3;лняйбю;https://auto.ru/cars/used/sale/bmw/x6/1103717865-0c623e93/
